step,total,pde,ic,bc,bc_left,bc_right,bc_left_rmse,bc_right_rmse,bc_monitor,data,rmse_data,grad_norm,elapsed_s,val_total,val_pde,val_ic,val_bc,val_bc_left,val_bc_right,val_bc_left_rmse,val_bc_right_rmse,val_data,val_rmse_data,gen_gap_rmse_data
11,0.27167877554893494,0.015741802752017975,0.08649434894323349,0.12925469875335693,0.0,0.12925469875335693,0.0,0.3595201075077057,0.0,0.04018792510032654,0.20046926223320755,1.1876869672671089,1.6807341575622559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,0.2978002727031708,0.0314059816300869,0.06517378985881805,0.15255743265151978,0.0,0.15255743265151978,0.0,0.3905860185623169,0.0,0.04866306856274605,0.2205970728789166,2.1835451706751643,1.8137292861938477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,0.3271208703517914,0.04710710793733597,0.05158599466085434,0.17306284606456757,0.0,0.17306284606456757,0.0,0.41600823402404785,0.0,0.0553649477660656,0.23529757280105038,3.0624798919791405,1.964723825454712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,0.34407585859298706,0.05882721021771431,0.04504114389419556,0.18171286582946777,0.0,0.18171286582946777,0.0,0.42627793550491333,0.0,0.058494627475738525,0.2418566258669349,3.458222539327946,2.125717878341675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,0.34094905853271484,0.06476353108882904,0.04423334822058678,0.17595763504505157,0.0,0.17595763504505157,0.0,0.4194730520248413,0.0,0.055994533002376556,0.23663163990129588,3.3839320962473076,2.2497129440307617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0.32283008098602295,0.06490660458803177,0.0481986440718174,0.1595253199338913,0.0,0.1595253199338913,0.0,0.39940619468688965,0.0,0.050199516117572784,0.22405248518499585,2.9424407554032066,2.3857083320617676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,0.29941192269325256,0.06030745059251785,0.05616509169340134,0.13907939195632935,0.0,0.13907939195632935,0.0,0.3729335069656372,0.0,0.043859995901584625,0.20942778206719526,2.3099541364449183,2.5147857666015625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,0.27780818939208984,0.05250592529773712,0.06703637540340424,0.12076695263385773,0.0,0.12076695263385773,0.0,0.34751540422439575,0.0,0.037498921155929565,0.193646381726924,1.737873280991729,2.648921251296997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,0.2624211013317108,0.043128859251737595,0.07893285155296326,0.10813696682453156,0.0,0.10813696682453156,0.0,0.3288418650627136,0.0,0.032222431153059006,0.17950607553244266,1.54954811078679,2.773777484893799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,0.2556433081626892,0.03366170823574066,0.0894344300031662,0.10141678154468536,0.0,0.10141678154468536,0.0,0.31846001744270325,0.0,0.031130386516451836,0.1764380529150439,1.8078068704644792,2.9037723541259766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,0.24848100543022156,0.02525296062231064,0.09595843404531479,0.0985570102930069,0.0,0.0985570102930069,0.0,0.3139379024505615,0.0,0.028712596744298935,0.16944791749767518,2.0644967960380547,3.0337677001953125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,0.24145205318927765,0.018581248819828033,0.09706617891788483,0.09707647562026978,0.0,0.09707647562026978,0.0,0.3115709722042084,0.0,0.028728142380714417,0.16949378271994053,2.1993574925809165,3.1667633056640625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,0.2293795943260193,0.013931503519415855,0.09250647574663162,0.09564356505870819,0.0,0.09564356505870819,0.0,0.3092629313468933,0.0,0.02729804627597332,0.16522120407494106,2.0456062143868805,3.295760154724121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,0.21952997148036957,0.011256213299930096,0.08343147486448288,0.09453857690095901,0.0,0.09453857690095901,0.0,0.30747127532958984,0.0,0.030303696170449257,0.17407956850374273,1.6765796345287434,3.430908203125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,0.20144976675510406,0.01032000221312046,0.0717221200466156,0.0949539989233017,0.0,0.0949539989233017,0.0,0.30814605951309204,0.0,0.024453653022646904,0.1563766383531981,1.1742867396926098,3.5836479663848877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,0.1955460011959076,0.010801977477967739,0.0593784861266613,0.09792781621217728,0.0,0.09792781621217728,0.0,0.31293419003486633,0.0,0.02743772231042385,0.16564335878755856,0.5811346987075829,3.7084972858428955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,0.19085228443145752,0.012347202748060226,0.048217352479696274,0.1033983901143074,0.0,0.1033983901143074,0.0,0.3215562105178833,0.0,0.026889333501458168,0.16397967404973754,0.4485623433384985,3.840913772583008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,0.19154489040374756,0.014608386904001236,0.03929388150572777,0.11006616055965424,0.0,0.11006616055965424,0.0,0.3317621946334839,0.0,0.02757645584642887,0.16606160256491828,0.9004507938661497,3.965214967727661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,0.1961764544248581,0.017264995723962784,0.0331524983048439,0.11567064374685287,0.0,0.11567064374685287,0.0,0.3401038646697998,0.0,0.03008831851184368,0.17345984697284753,1.2745976118285394,4.109904766082764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,0.20036852359771729,0.020019618794322014,0.029751067981123924,0.11823667585849762,0.0,0.11823667585849762,0.0,0.3438555896282196,0.0,0.032361168414354324,0.17989210214557594,1.5163927931789805,4.23222804069519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,0.19845211505889893,0.02262573502957821,0.028866557404398918,0.11677545309066772,0.0,0.11677545309066772,0.0,0.3417242467403412,0.0,0.030184369534254074,0.17373649453771672,1.4876897169466448,4.356935024261475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,0.19537967443466187,0.02485542558133602,0.03007642738521099,0.11196202784776688,0.0,0.11196202784776688,0.0,0.3346072733402252,0.0,0.028485791757702827,0.1687773437334017,1.2934900339542237,4.488836288452148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,0.19263525307178497,0.026528391987085342,0.03290439397096634,0.10544757544994354,0.0,0.10544757544994354,0.0,0.324726939201355,0.0,0.027754882350564003,0.1665979662257736,1.0179133934512585,4.610046148300171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,0.18741214275360107,0.027528421953320503,0.036747660487890244,0.09902440011501312,0.0,0.09902440011501312,0.0,0.31468144059181213,0.0,0.024111652746796608,0.1552792733973102,0.7712175805518715,4.728251218795776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,0.1879187524318695,0.02780851162970066,0.040826790034770966,0.09396062046289444,0.0,0.09396062046289444,0.0,0.3065299689769745,0.0,0.025322824716567993,0.15913146991267313,0.7286385295785245,4.874223709106445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,0.18653488159179688,0.027406727895140648,0.04422229528427124,0.09068314731121063,0.0,0.09068314731121063,0.0,0.30113643407821655,0.0,0.02422269620001316,0.15563642311494172,0.8529433736334279,5.0180275440216064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,0.18577711284160614,0.026456868276000023,0.046130094677209854,0.08892495930194855,0.0,0.08892495930194855,0.0,0.29820287227630615,0.0,0.024265186861157417,0.15577286946434998,0.9960737056060475,5.148888111114502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,0.18287277221679688,0.025155862793326378,0.04601426422595978,0.08823222666978836,0.0,0.08823222666978836,0.0,0.29703909158706665,0.0,0.023470411077141762,0.15320055834474547,0.9978853163889777,5.282855987548828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,0.1805003136396408,0.023740965873003006,0.043933283537626266,0.08829963952302933,0.0,0.08829963952302933,0.0,0.2971525490283966,0.0,0.024526437744498253,0.15660918793129044,0.888184104026105,5.414579629898071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,0.1755557507276535,0.0224442295730114,0.04034419730305672,0.08913672715425491,0.0,0.08913672715425491,0.0,0.29855775833129883,0.0,0.02363060973584652,0.1537225088783244,0.6746613400819919,5.552406072616577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,0.1719924509525299,0.021451663225889206,0.035964157432317734,0.09085247665643692,0.0,0.09085247665643692,0.0,0.30141744017601013,0.0,0.02372414618730545,0.15402644638926605,0.3666983854993379,5.677593469619751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,0.17018342018127441,0.020884506404399872,0.031667888164520264,0.09324698895215988,0.0,0.09324698895215988,0.0,0.3053636848926544,0.0,0.024384044110774994,0.1561539116089475,0.21785108857639596,5.805368900299072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,0.169394850730896,0.020767150446772575,0.028103405609726906,0.09576769918203354,0.0,0.09576769918203354,0.0,0.3094635605812073,0.0,0.02475658804178238,0.15734226400361215,0.3747662665283491,5.931577205657959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,0.16918350756168365,0.02104652114212513,0.025628240779042244,0.09766925871372223,0.0,0.09766925871372223,0.0,0.3125208020210266,0.0,0.024839486926794052,0.15760547873343125,0.5827132594068238,6.072874307632446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,0.16813397407531738,0.02161819487810135,0.024437574669718742,0.09823355823755264,0.0,0.09823355823755264,0.0,0.3134223222732544,0.0,0.023844638839364052,0.15441709374082926,0.6354740123196909,6.200870513916016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,0.16936030983924866,0.022346461191773415,0.024443162605166435,0.09733084589242935,0.0,0.09733084589242935,0.0,0.31197890639305115,0.0,0.025239847600460052,0.1588705372322384,0.6200739555132548,6.314866304397583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,0.16820034384727478,0.02310572750866413,0.02549632638692856,0.09526386857032776,0.0,0.09526386857032776,0.0,0.3086484670639038,0.0,0.02433442696928978,0.1559949581534281,0.46201683277782984,6.439861536026001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,0.16635321080684662,0.023798126727342606,0.02720380201935768,0.09279381483793259,0.0,0.09279381483793259,0.0,0.30462077260017395,0.0,0.022557467222213745,0.15019143524919704,0.3575919307289829,6.59288763999939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,0.16724590957164764,0.02435334585607052,0.029219448566436768,0.09048652648925781,0.0,0.09048652648925781,0.0,0.300809770822525,0.0,0.023186584934592247,0.1522714186398493,0.3154597254207636,6.706852674484253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,0.16834774613380432,0.02474033646285534,0.030997369438409805,0.08877582103013992,0.0,0.08877582103013992,0.0,0.29795271158218384,0.0,0.023834221065044403,0.15438335747432236,0.4371556766875185,6.83385968208313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,0.1663949340581894,0.024956416338682175,0.03200208395719528,0.08777229487895966,0.0,0.08777229487895966,0.0,0.2962639033794403,0.0,0.021664146333932877,0.14718745304519973,0.5509156781694565,6.948886156082153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,0.16610628366470337,0.025017715990543365,0.0319160521030426,0.08739839494228363,0.0,0.08739839494228363,0.0,0.29563218355178833,0.0,0.021774116903543472,0.1475605533452063,0.5839129156439349,7.073812484741211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,0.1662626713514328,0.024954162538051605,0.030726714059710503,0.08757687360048294,0.0,0.08757687360048294,0.0,0.29593390226364136,0.0,0.023004915565252304,0.15167371415394398,0.4960110893168251,7.188808917999268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,0.16394279897212982,0.02480711042881012,0.028762606903910637,0.08826960623264313,0.0,0.08826960623264313,0.0,0.2971020042896271,0.0,0.02210346981883049,0.1486723572787843,0.35974692486279053,7.297805309295654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,0.16479836404323578,0.024628400802612305,0.02645232528448105,0.08941497653722763,0.0,0.08941497653722763,0.0,0.2990233600139618,0.0,0.024302655830979347,0.15589309103029342,0.21170318152822404,7.415801048278809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,0.16313059628009796,0.024455131962895393,0.024283746257424355,0.09077300876379013,0.0,0.09077300876379013,0.0,0.30128559470176697,0.0,0.023618711158633232,0.15368380252529293,0.19111206510824294,7.529796838760376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,0.16209498047828674,0.024326985701918602,0.02260575070977211,0.09197090566158295,0.0,0.09197090566158295,0.0,0.30326706171035767,0.0,0.023191338405013084,0.1522870263844333,0.2789205277734664,7.644794225692749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,0.16088593006134033,0.024275997653603554,0.021619269624352455,0.0926293209195137,0.0,0.0926293209195137,0.0,0.3043506443500519,0.0,0.022361330687999725,0.14953705456508004,0.35298656282719676,7.765789270401001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,0.1616259664297104,0.024316828697919846,0.021387066692113876,0.09252690523862839,0.0,0.09252690523862839,0.0,0.30418235063552856,0.0,0.023395169526338577,0.15295479569578255,0.33553998286152104,7.9017839431762695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,0.1617758423089981,0.02443356066942215,0.02179933339357376,0.09177026152610779,0.0,0.09177026152610779,0.0,0.3029360771179199,0.0,0.02377268113195896,0.1541839198229146,0.27275327110856806,8.022779941558838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,0.16018055379390717,0.024596597999334335,0.022668106481432915,0.09064007550477982,0.0,0.09064007550477982,0.0,0.3010649085044861,0.0,0.02227577194571495,0.14925070165903728,0.18980964124651573,8.141775131225586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,0.16063475608825684,0.024771107360720634,0.023737965151667595,0.0894603356719017,0.0,0.0894603356719017,0.0,0.2990992069244385,0.0,0.0226653553545475,0.15055017553808264,0.1667570674331177,8.256771326065063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,0.16122175753116608,0.024918146431446075,0.02465856447815895,0.08852294087409973,0.0,0.08852294087409973,0.0,0.29752805829048157,0.0,0.02312210015952587,0.15205952834178418,0.23432774220278776,8.374767065048218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,0.16143536567687988,0.024997467175126076,0.025139685720205307,0.08796615898609161,0.0,0.08796615898609161,0.0,0.2965908944606781,0.0,0.023332059383392334,0.15274835312824925,0.2833807127681129,8.487762451171875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,0.15887212753295898,0.024995043873786926,0.025076059624552727,0.08778103440999985,0.0,0.08778103440999985,0.0,0.2962786555290222,0.0,0.02101999521255493,0.14498274108511996,0.2915645611082715,8.606758117675781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,0.15796488523483276,0.024915648624300957,0.02449311874806881,0.08793456107378006,0.0,0.08793456107378006,0.0,0.2965376079082489,0.0,0.020621558651328087,0.14360208442542918,0.2620504343435328,8.735890626907349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,0.1581481695175171,0.024772094562649727,0.023528682067990303,0.08838110417127609,0.0,0.08838110417127609,0.0,0.2972896099090576,0.0,0.02146628126502037,0.14651375793767754,0.1851287247260118,8.856930494308472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,0.15796063840389252,0.02459188550710678,0.02247590385377407,0.08896602690219879,0.0,0.08896602690219879,0.0,0.2982717454433441,0.0,0.021926822140812874,0.1480770817541083,0.1549832134251322,8.999881744384766,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,0.15913154184818268,0.024403072893619537,0.02157600410282612,0.08949930965900421,0.0,0.08949930965900421,0.0,0.299164354801178,0.0,0.023653170093894005,0.15379587151121452,0.15777112158730466,9.119877099990845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,0.1584964543581009,0.024225814267992973,0.020951537415385246,0.08984117209911346,0.0,0.08984117209911346,0.0,0.2997351586818695,0.0,0.023477930575609207,0.1532250977340501,0.19139627438706958,9.247873544692993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,0.15665021538734436,0.024072034284472466,0.02072208933532238,0.08983391523361206,0.0,0.08983391523361206,0.0,0.2997230589389801,0.0,0.022022176533937454,0.1483987079928173,0.2173969883286381,9.36786937713623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,0.1577400267124176,0.023951370269060135,0.02092878334224224,0.0894153043627739,0.0,0.0894153043627739,0.0,0.29902392625808716,0.0,0.02344456873834133,0.15311619358624787,0.16543679980436782,9.490864038467407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,0.1556260585784912,0.0238509364426136,0.021418260410428047,0.08875783532857895,0.0,0.08875783532857895,0.0,0.2979225218296051,0.0,0.021599022671580315,0.14696605959057457,0.12509719094265662,9.615859746932983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,0.15655210614204407,0.023764820769429207,0.022027961909770966,0.08803194016218185,0.0,0.08803194016218185,0.0,0.2967017590999603,0.0,0.02272738702595234,0.1507560513742395,0.100378999414734,9.733856201171875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,0.15477681159973145,0.02367868460714817,0.022644847631454468,0.0873524397611618,0.0,0.0873524397611618,0.0,0.2955544590950012,0.0,0.02110084891319275,0.14526131251366534,0.12891744770982466,9.844851970672607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,0.15508554875850677,0.02357606776058674,0.023054810240864754,0.08686888962984085,0.0,0.08686888962984085,0.0,0.29473528265953064,0.0,0.021585775539278984,0.14692098399915168,0.1597927615521514,9.987846851348877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,0.1533345729112625,0.023449819535017014,0.023170078173279762,0.08661823719739914,0.0,0.08661823719739914,0.0,0.2943097651004791,0.0,0.020096436142921448,0.14176189947556941,0.17081923272558341,10.118841648101807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,0.15716111660003662,0.02330165170133114,0.022977804765105247,0.08659401535987854,0.0,0.08659401535987854,0.0,0.2942686080932617,0.0,0.024287646636366844,0.15584494421176082,0.1596397100880761,10.250837087631226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,0.1550295054912567,0.023125458508729935,0.022571749985218048,0.08674177527427673,0.0,0.08674177527427673,0.0,0.2945195734500885,0.0,0.022590523585677147,0.15030144239386775,0.14069815437740835,10.370110273361206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,0.15307913720607758,0.022928105667233467,0.0220333281904459,0.08701837807893753,0.0,0.08701837807893753,0.0,0.2949887812137604,0.0,0.021099330857396126,0.14525608716124816,0.11508149967083124,10.508105516433716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,0.15365663170814514,0.02272639237344265,0.021561823785305023,0.08726596087217331,0.0,0.08726596087217331,0.0,0.29540812969207764,0.0,0.022102447226643562,0.148668918159256,0.12698123769884667,10.63310194015503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82,0.15333883464336395,0.022524550557136536,0.021274250000715256,0.08737047016620636,0.0,0.08737047016620636,0.0,0.2955849766731262,0.0,0.022169554606080055,0.1488944411523817,0.12059523140534019,10.750097274780273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,0.15308329463005066,0.02233007363975048,0.02116355113685131,0.0873255655169487,0.0,0.0873255655169487,0.0,0.2955089807510376,0.0,0.022264111787080765,0.14921163422160072,0.1361180959651924,10.874046087265015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
84,0.1520136296749115,0.02214524894952774,0.0212839525192976,0.08707916736602783,0.0,0.08707916736602783,0.0,0.29509180784225464,0.0,0.021505258977413177,0.14664671485380495,0.126765103616482,10.993041753768921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,0.15131190419197083,0.02197309397161007,0.021588437259197235,0.08667808771133423,0.0,0.08667808771133423,0.0,0.29441142082214355,0.0,0.021072277799248695,0.14516293534938143,0.09897028221463945,11.110079288482666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,0.15178146958351135,0.02181003987789154,0.021962227299809456,0.08623316884040833,0.0,0.08623316884040833,0.0,0.2936548590660095,0.0,0.02177603542804718,0.14756705400612694,0.09753571845962158,11.241875886917114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
87,0.15088512003421783,0.021648148074746132,0.022277431562542915,0.08584631234407425,0.0,0.08584631234407425,0.0,0.292995423078537,0.0,0.021113229915499687,0.14530392257437405,0.10902722803344712,11.384871006011963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,0.15162336826324463,0.021491045132279396,0.02242082543671131,0.08560003340244293,0.0,0.08560003340244293,0.0,0.29257482290267944,0.0,0.022111453115940094,0.14869920348118915,0.11719781037900355,11.503867387771606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,0.14999032020568848,0.02132769487798214,0.022375669330358505,0.08549649268388748,0.0,0.08549649268388748,0.0,0.2923978269100189,0.0,0.020790457725524902,0.14418896533897765,0.1104104932572109,11.631861925125122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,0.15010903775691986,0.02115924283862114,0.022184446454048157,0.08550529181957245,0.0,0.08550529181957245,0.0,0.2924128770828247,0.0,0.021260052919387817,0.14580827452304557,0.1110694684925744,11.752858400344849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,0.14999502897262573,0.02098231390118599,0.02187506854534149,0.0856102779507637,0.0,0.0856102779507637,0.0,0.2925923466682434,0.0,0.021527359262108803,0.14672204763466465,0.0951552084896165,11.862853765487671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,0.14947636425495148,0.020807407796382904,0.02159215696156025,0.08569785207509995,0.0,0.08569785207509995,0.0,0.29274195432662964,0.0,0.021378949284553528,0.1462154208165251,0.09926058011190017,11.974850177764893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,0.14725837111473083,0.020637063309550285,0.02137678861618042,0.08573538810014725,0.0,0.08573538810014725,0.0,0.29280605912208557,0.0,0.019509142264723778,0.1396751311605748,0.10544402592706023,12.089948654174805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,0.1488090306520462,0.020473074167966843,0.0213131345808506,0.08564343303442001,0.0,0.08564343303442001,0.0,0.2926490008831024,0.0,0.021379398182034492,0.14621695586365657,0.10257479259385242,12.213841438293457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,0.1493012011051178,0.02031640149652958,0.021371785551309586,0.08544439822435379,0.0,0.08544439822435379,0.0,0.2923087477684021,0.0,0.022168602794408798,0.14889124485478922,0.09858220676412008,12.35283637046814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,0.15055817365646362,0.020162250846624374,0.02146896719932556,0.08520765602588654,0.0,0.08520765602588654,0.0,0.2919034957885742,0.0,0.023719295859336853,0.1540107004702493,0.09232870239798088,12.493075847625732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,0.14723876118659973,0.020014110952615738,0.021596509963274002,0.08494316041469574,0.0,0.08494316041469574,0.0,0.2914501130580902,0.0,0.020684989169239998,0.1438227699957138,0.0883243232918438,12.612071990966797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,0.1472015380859375,0.01987011730670929,0.021712806075811386,0.08468864113092422,0.0,0.08468864113092422,0.0,0.29101312160491943,0.0,0.02092997170984745,0.14467194513742965,0.09729400257395165,12.721067190170288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,0.1468755006790161,0.0197343397885561,0.02175607532262802,0.08448377251625061,0.0,0.08448377251625061,0.0,0.29066091775894165,0.0,0.020901329815387726,0.1445729221375418,0.09039847136773692,12.827063798904419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,0.14631341397762299,0.01960545778274536,0.021729376167058945,0.08433139324188232,0.0,0.08433139324188232,0.0,0.2903986871242523,0.0,0.020647188648581505,0.1436912963563956,0.090139745919692,12.943058967590332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
